# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
6548         1   27424800   27482621    164      45  168580     -0.32389    5.2458e-14     -0.32389
23038        1   27560007   27635624    203      49  229574      -2.0911    5.2403e-14      -2.0911
84065        1   27647636   27663391     69      28  233250      -1.0088    5.2403e-14      -1.0088
84958        1   27667483   27680923     45      18  330457      -1.1463    5.2403e-14      -1.1463
9064         1   27681170   27694558     54      22  289030     -0.64639    5.2514e-14     -0.64639
8547         1   27695101   27702315     33      24  107882      -1.2092    5.2403e-14      -1.2092
388611       1   27705096   27710823     14       5  209966      -1.1103    5.2403e-14      -1.1103
2827         1   27718148   27722818     12       8  166816      -1.0356    5.2403e-14      -1.0356
10163        1   27730234   27817678    302      38  194837      -1.4778    5.2403e-14      -1.4778
27245        1   27860256   27931463    193      59  164136      -1.8659    5.2403e-14      -1.8659
2268         1   27938300   27962727     95      29  216583      -1.2182    5.2403e-14      -1.2182
2537         1   27992072   27999724     31      13  186686     0.099996    5.2486e-14     0.099996
199870       1   28051490   28089926    148      21  222358     -0.31698    5.2458e-14     -0.31698
23673        1   28098694   28151463    180      33  138184     -0.11672    5.2486e-14     -0.11672
5511         1   28156252   28178683     84      32  155171     -0.94607    5.2514e-14     -0.94607
9473         1   28198055   28213696     71      18  330307     -0.52179    5.2514e-14     -0.52179
6118         1   28217535   28242255    111      24  217425      0.29525    5.2458e-14      0.29525
27293        1   28260456   28286163    134      33  255215       2.3108    5.2403e-14       2.3108
55113        1   28285504   28295104     45      18  236200     -0.20011    5.2486e-14     -0.20011
2140         1   28296355   28416173    521      42  227795      0.98965    5.2514e-14      0.98965
5724         1   28473177   28521447    151      62  163388       -1.365    5.2403e-14       -1.365
22826        1   28526289   28560542    143      26  299874      -1.0754    5.2403e-14      -1.0754
93974        1   28561602   28565116     17       5  366533      0.30588    5.2458e-14      0.30588
83667        1   28584963   28609502    107      33  244064      -1.2613    5.2403e-14      -1.2613
54797        1   28654513   28662978     22      14  177384      -1.3764    5.2403e-14      -1.3764
65979        1   28695093   28827381    569      25  305562      -1.6823    5.2403e-14      -1.6823
1104         1   28831455   28866208    139      34  239202      -2.5649    5.2403e-14      -2.5649
54952        1   28878529   28905557     85      25  244031      -1.2236    5.2403e-14      -1.2236
115273       1   28917712   28921598     17      12  225072      -1.2275    5.2403e-14      -1.2275
6883         1   28929108   28976416    144      49  173687      -1.7177    5.2403e-14      -1.7177
10691        1   28994234   29042615    150      35  192145      0.68167    5.2514e-14      0.68167
51441        1   29062133   29096787    120      36  197003      0.77174    5.2514e-14      0.77174
4985         1   29137654   29190708    290      41  257757      0.47186    5.2458e-14      0.47186
2035         1   29212603   29447058    843      59  218853      0.43887    5.2458e-14      0.43887
399474       1   29445437   29451421     32      16  228161      0.44421    5.2458e-14      0.44421
6429         1   29473750   29509637    130      41  246569      0.66513    5.2514e-14      0.66513
51102        1   29518885   29558460    169      41  259043       1.0024    5.2403e-14       1.0024
10076        1   29562028   29653825    390      65  269121     -0.48903    5.2458e-14     -0.48903
4146         1   31183624   31197432     59      13  304374      0.22083    5.2486e-14      0.22083
7805         1   31204815   31231683    141      53  191396      -1.1204    5.2403e-14      -1.1204
9672         1   31341813   31382480    176      68  192600       1.2638    5.2403e-14       1.2638
9698         1   31403853   31539838    550      48  216753      -1.6683    5.2403e-14      -1.6683
79570        1   31652092   31713734    379      37  271224     -0.97189    5.2514e-14     -0.97189
9410         1   31731915   31770644    170      24  270425      -1.3196    5.2403e-14      -1.3196
51538        1   31768832   31839069    279      26  279333      -2.0118    5.2403e-14      -2.0118
2170         1   31837600   31846923     36      19  244044      -1.9721    5.2403e-14      -1.9721
347735       1   31881412   31908027    130      24  259777      -1.0386    5.2403e-14      -1.0386
64129        1   32041086   32053790     35      24  182225      0.23679    5.2486e-14      0.23679
3061         1   32082290   32093714     50      12  272856       0.1013    5.2486e-14       0.1013
553115       1   32094963   32111838     46      13  254071      -0.3262    5.2458e-14      -0.3262
1307         1   32117348   32170768    224      64  209771      -1.6575    5.2403e-14      -1.6575
576          1   32192218   32231494    137      31  140201     -0.58909    5.2514e-14     -0.58909
90853        1   32255523   32282630    115      31  181269      0.47441    5.2458e-14      0.47441
8073         1   32371522   32404988    144      25  131736     0.063406    5.2486e-14     0.063406
10657        1   32478295   32526960    116      75  101867      -1.7494    5.2403e-14      -1.7494
55116        1   32537503   32568967     86      25  238135       0.0778    5.2486e-14       0.0778
23633        1   32572644   32642669    179      49  195265      -1.3161    5.2403e-14      -1.3161
200081       1   32644293   32664386     60      27  204149     -0.91558    5.2514e-14     -0.91558
79140        1   32665202   32671491     17       9  232296      -1.0994    5.2403e-14      -1.0994
55721        1   32670236   32674788     21       9  189963      -0.6295    5.2514e-14      -0.6295
149069       1   32673695   32682297     38      25  136118     -0.50694    5.2514e-14     -0.50694
56063        1   32679540   32688954     32      17  215592      -1.1306    5.2403e-14      -1.1306
8668         1   32686971   32697705     28      10  195080     -0.57246    5.2514e-14     -0.57246
84734        1   32711818   32714961      9       4  223988      -1.3995    5.2403e-14      -1.3995
3932         1   32715840   32752266    101      52  161380     -0.38058    5.2458e-14     -0.38058
3065         1   32756708   32799727    136      29   86928     -0.97127    5.2514e-14     -0.97127
65108        1   32798930   32802840      3       2  161863       1.4052    5.2403e-14       1.4052
81629        1   32817365   32830598     27       9   59461      -2.0432    5.2403e-14      -2.0432
100128071    1   32826371   32828844      6       2   87720      -1.0373    5.2403e-14      -1.0373
55108        1   32830204   32861062     83      35  108669       -1.564    5.2403e-14       -1.564
728116       1   32929658   32953960     78      27  134335      -1.2537    5.2403e-14      -1.2537
653121       1   33003772   33072042    327      31  235650     -0.58398    5.2514e-14     -0.58398
339487       1   33085921   33117565    157      23  244008      -1.7013    5.2403e-14      -1.7013
5928         1   33115749   33152312    157      20  235391      -1.3725    5.2403e-14      -1.3725
81493        1   33145007   33169361     98      15  231208      -1.3431    5.2403e-14      -1.3431
57648        1   33206492   33241071    108      40  218797      0.93798    5.2514e-14      0.93798
8565         1   33240340   33284633    142      34  235817       1.3892    5.2403e-14       1.3892
64766        1   33281368   33324980    147      44  189993       1.6789    5.2403e-14       1.6789
252995       1   33327369   33339093     29      13  206424       1.6686    5.2403e-14       1.6686
3208         1   33350688   33360747     26      12  244535       1.0961    5.2403e-14       1.0961
113452       1   33359696   33368041     25      12  177961      0.11034    5.2486e-14      0.11034
127544       1   33401550   33431467    111      28  230992       1.1436    5.2403e-14       1.1436
204          1   33473041   33503512    104      32  247978     -0.71318    5.2514e-14     -0.71318
113451       1   33545711   33586632    127      43  190092      0.68585    5.2514e-14      0.68585
55223        1   33610500   33648671    158      28  207094      -2.2821    5.2403e-14      -2.2821
149076       1   33720908   33766821    134      34  271537     -0.48034    5.2458e-14     -0.48034
127550       1   33771867   33787699     53      20  301758      0.28831    5.2458e-14      0.28831
1912         1   33788724   33842194    245      45  288157      0.73215    5.2514e-14      0.73215
7579         1   33937232   33962605    101      25  214644      -1.0214    5.2403e-14      -1.0214
114784       1   33979109   34632443   3242     301  241133      -1.2787    5.2403e-14      -1.2787
127540       1   34325076   34330892     23      11  275627      0.63322    5.2514e-14      0.63322
84970        1   34631624   34685232    347      52  236118     -0.51896    5.2514e-14     -0.51896
2709         1   35219648   35224613     27      14  214334     -0.53658    5.2514e-14     -0.53658
127534       1   35224342   35229825     41      21  280359     -0.73183    5.2514e-14     -0.73183
